Scientific_Name,Genus,Species,Infraspecific
Strophostyles umbellata,Strophostyles,umbellata,
Stuckenia filiformis,Stuckenia,filiformis,
Stuckenia pectinata,Stuckenia,pectinata,
Stylophorum diphyllum,Stylophorum,diphyllum,
Stylosanthes biflora,Stylosanthes,biflora,
Styphnolobium japonicum,Styphnolobium,japonicum,
Styrax japonicus,Styrax,japonicus,
Suaeda calceoliformis,Suaeda,calceoliformis,
Suaeda linearis,Suaeda,linearis,
Suaeda maritima,Suaeda,maritima,ssp. ?
Suaeda maritima ssp. maritima,Suaeda,maritima,ssp. maritima
Suaeda rolandii,Suaeda,rolandii,
Subularia aquatica,Subularia,aquatica,ssp. ?
Subularia aquatica ssp. americana,Subularia,aquatica,ssp. americana
Succisella inflexa,Succisella,inflexa,
Symphoricarpos albus,Symphoricarpos,albus,
Symphoricarpos albus,Symphoricarpos,albus,var. ?
Symphoricarpos albus var. albus,Symphoricarpos,albus,var. albus
Symphoricarpos albus var. laevigatus,Symphoricarpos,albus,var. laevigatus
Symphoricarpos occidentalis,Symphoricarpos,occidentalis,
Symphoricarpos orbiculatus,Symphoricarpos,orbiculatus,
Symphyotrichum boreale,Symphyotrichum,boreale,
Symphyotrichum ciliatum,Symphyotrichum,ciliatum,
Symphyotrichum ciliolatum,Symphyotrichum,ciliolatum,
Symphyotrichum concolor,Symphyotrichum,concolor,var. ?
Symphyotrichum concolor var. concolor,Symphyotrichum,concolor,var. concolor
Symphyotrichum cordifolium,Symphyotrichum,cordifolium,
Symphyotrichum cordifolium × S. puniceum = S. ×tardiflorum,Symphyotrichum,cordifolium × S. puniceum = S. ×tardiflorum,
Symphyotrichum dumosum,Symphyotrichum,dumosum,
Symphyotrichum ericoides,Symphyotrichum,ericoides,var. ?
Symphyotrichum ericoides var. ericoides,Symphyotrichum,ericoides,var. ericoides
Symphyotrichum ericoides × S. novae-angliae = S. ×amethystinum,Symphyotrichum,ericoides × S. novae-angliae = S. ×amethystinum,
Symphyotrichum firmum,Symphyotrichum,firmum,
Symphyotrichum laeve,Symphyotrichum,laeve,var. ?
Symphyotrichum laeve var. laeve,Symphyotrichum,laeve,var. laeve
Symphyotrichum lanceolatum,Symphyotrichum,lanceolatum,
Symphyotrichum lanceolatum,Symphyotrichum,lanceolatum,var. ?
Symphyotrichum lanceolatum var. interior,Symphyotrichum,lanceolatum,var. interior
Symphyotrichum lanceolatum var. lanceolatum,Symphyotrichum,lanceolatum,var. lanceolatum
Symphyotrichum lateriflorum,Symphyotrichum,lateriflorum,
Symphyotrichum lowrieanum,Symphyotrichum,lowrieanum,
Symphyotrichum novae-angliae,Symphyotrichum,novae-angliae,
Symphyotrichum novi-belgii,Symphyotrichum,novi-belgii,
Symphyotrichum novi-belgii,Symphyotrichum,novi-belgii,var. ?
Symphyotrichum novi-belgii var. elodes,Symphyotrichum,novi-belgii,var. elodes
Symphyotrichum novi-belgii var. novi-belgii,Symphyotrichum,novi-belgii,var. novi-belgii
Symphyotrichum ontarionis,Symphyotrichum,ontarionis,
Symphyotrichum oolentangiense,Symphyotrichum,oolentangiense,
Symphyotrichum patens,Symphyotrichum,patens,var. ?
Symphyotrichum patens var. patens,Symphyotrichum,patens,var. patens
Symphyotrichum phlogifolium,Symphyotrichum,phlogifolium,
Symphyotrichum pilosum,Symphyotrichum,pilosum,
Symphyotrichum pilosum,Symphyotrichum,pilosum,var. ?
Symphyotrichum pilosum var. pilosum,Symphyotrichum,pilosum,var. pilosum
Symphyotrichum pilosum var. pringlei,Symphyotrichum,pilosum,var. pringlei
Symphyotrichum praealtum,Symphyotrichum,praealtum,
Symphyotrichum prenanthoides,Symphyotrichum,prenanthoides,
Symphyotrichum puniceum,Symphyotrichum,puniceum,var. ?
Symphyotrichum puniceum var. puniceum,Symphyotrichum,puniceum,var. puniceum
Symphyotrichum racemosum,Symphyotrichum,racemosum,
Symphyotrichum subulatum,Symphyotrichum,subulatum,var. ?
Symphyotrichum subulatum var. subulatum,Symphyotrichum,subulatum,var. subulatum
Symphyotrichum tenuifolium,Symphyotrichum,tenuifolium,var. ?
Symphyotrichum tenuifolium var. tenuifolium,Symphyotrichum,tenuifolium,var. tenuifolium
Symphyotrichum tradescantii,Symphyotrichum,tradescantii,
Symphyotrichum undulatum,Symphyotrichum,undulatum,
Symphyotrichum urophyllum,Symphyotrichum,urophyllum,
Symphytum asperum,Symphytum,asperum,
Symphytum asperum × S. officinale = S. ×uplandicum,Symphytum,asperum × S. officinale = S. ×uplandicum,
Symphytum officinale,Symphytum,officinale,
Symplocarpus foetidus,Symplocarpus,foetidus,
Symplocos paniculata,Symplocos,paniculata,
Symplocos tinctoria,Symplocos,tinctoria,
Syringa reticulata,Syringa,reticulata,ssp. ?
Syringa reticulata ssp. reticulata,Syringa,reticulata,ssp. reticulata
Syringa vulgaris,Syringa,vulgaris,
Taeniatherum caput-medusae,Taeniatherum,caput-medusae,ssp. ?
Taeniatherum caput-medusae ssp. caput-medusae,Taeniatherum,caput-medusae,ssp. caput-medusae
Taenidia integerrima,Taenidia,integerrima,
Tagetes erecta,Tagetes,erecta,
Tagetes patula,Tagetes,patula,
Tamarix parviflora,Tamarix,parviflora,
Tanacetum balsamita,Tanacetum,balsamita,
Tanacetum coccineum,Tanacetum,coccineum,
Tanacetum parthenium,Tanacetum,parthenium,
Tanacetum vulgare,Tanacetum,vulgare,
Taraxacum erythrospermum,Taraxacum,erythrospermum,
Taraxacum officinale,Taraxacum,officinale,
Taraxacum palustre,Taraxacum,palustre,
Tarenaya hassleriana,Tarenaya,hassleriana,
Taxodium distichum,Taxodium,distichum,var. ?
Taxodium distichum var. distichum,Taxodium,distichum,var. distichum
Taxus baccata,Taxus,baccata,
Taxus canadensis,Taxus,canadensis,
Taxus cuspidata,Taxus,cuspidata,
Teesdalia nudicaulis,Teesdalia,nudicaulis,
Telekia speciosa,Telekia,speciosa,
Teloxys aristata,Teloxys,aristata,
Tephrosia virginiana,Tephrosia,virginiana,
Tetradium daniellii,Tetradium,daniellii,
Tetragonia tetragonioides,Tetragonia,tetragonioides,
Teucrium botrys,Teucrium,botrys,
Teucrium canadense,Teucrium,canadense,
Thalictrum aquilegiifolium,Thalictrum,aquilegiifolium,
Thalictrum dasycarpum,Thalictrum,dasycarpum,
Thalictrum dioicum,Thalictrum,dioicum,
Thalictrum pubescens,Thalictrum,pubescens,
Thalictrum revolutum,Thalictrum,revolutum,
Thalictrum thalictroides,Thalictrum,thalictroides,
Thalictrum venulosum,Thalictrum,venulosum,
Thaspium barbinode,Thaspium,barbinode,
Thelypteris palustris,Thelypteris,palustris,var. ?
Thelypteris palustris var. pubescens,Thelypteris,palustris,var. pubescens
Thermopsis villosa,Thermopsis,villosa,
Thinopyrum intermedium,Thinopyrum,intermedium,ssp. ?
Thinopyrum intermedium ssp. barbulatum,Thinopyrum,intermedium,ssp. barbulatum
Thinopyrum pycnanthum,Thinopyrum,pycnanthum,
Thladiantha dubia,Thladiantha,dubia,
Thlaspi arvense,Thlaspi,arvense,
Thuja occidentalis,Thuja,occidentalis,
Thymus pulegioides,Thymus,pulegioides,
Tiarella stolonifera,Tiarella,stolonifera,
Tilia americana,Tilia,americana,
Tilia americana,Tilia,americana,var. ?
Tilia americana var. americana,Tilia,americana,var. americana
Tilia americana var. heterophylla,Tilia,americana,var. heterophylla
Tilia cordata,Tilia,cordata,
Tilia tomentosa,Tilia,tomentosa,
Tipularia discolor,Tipularia,discolor,
Tomostima reptans,Tomostima,reptans,
Torilis arvensis,Torilis,arvensis,
Torilis japonica,Torilis,japonica,
Torilis leptophylla,Torilis,leptophylla,
Torreyochloa pallida,Torreyochloa,pallida,
Torreyochloa pallida,Torreyochloa,pallida,var. ?
Torreyochloa pallida var. fernaldii,Torreyochloa,pallida,var. fernaldii
Torreyochloa pallida var. pallida,Torreyochloa,pallida,var. pallida
Toxicodendron radicans,Toxicodendron,radicans,
Toxicodendron radicans,Toxicodendron,radicans,ssp. ?
Toxicodendron radicans ssp. negundo,Toxicodendron,radicans,ssp. negundo
Toxicodendron radicans ssp. radicans,Toxicodendron,radicans,ssp. radicans
Toxicodendron rydbergii,Toxicodendron,rydbergii,
Toxicodendron vernix,Toxicodendron,vernix,
Tradescantia occidentalis,Tradescantia,occidentalis,var. ?
Tradescantia occidentalis var. occidentalis,Tradescantia,occidentalis,var. occidentalis
Tradescantia ohiensis,Tradescantia,ohiensis,
Tradescantia ohiensis × T. virginiana,Tradescantia,ohiensis × T. virginiana,
Tradescantia subaspera,Tradescantia,subaspera,
Tradescantia virginiana,Tradescantia,virginiana,
Tragopogon dubius,Tragopogon,dubius,
Tragopogon porrifolius,Tragopogon,porrifolius,
Tragopogon porrifolius × T. pratensis = T. ×mirabilis,Tragopogon,porrifolius × T. pratensis = T. ×mirabilis,
Tragopogon pratensis,Tragopogon,pratensis,
Tragus berteronianus,Tragus,berteronianus,
Tragus racemosus,Tragus,racemosus,
Trapa natans,Trapa,natans,
Triantha glutinosa,Triantha,glutinosa,
Tribulus terrestris,Tribulus,terrestris,
Trichophorum alpinum,Trichophorum,alpinum,
Trichophorum cespitosum,Trichophorum,cespitosum,
Trichophorum clintonii,Trichophorum,clintonii,
Trichophorum planifolium,Trichophorum,planifolium,
Trichostema brachiatum,Trichostema,brachiatum,
Trichostema dichotomum,Trichostema,dichotomum,
Trichostema setaceum,Trichostema,setaceum,
Tridens flavus,Tridens,flavus,var. ?
Tridens flavus var. flavus,Tridens,flavus,var. flavus
Trifolium arvense,Trifolium,arvense,
Trifolium aureum,Trifolium,aureum,
Trifolium campestre,Trifolium,campestre,
Trifolium dalmaticum,Trifolium,dalmaticum,
Trifolium dubium,Trifolium,dubium,
Trifolium fragiferum,Trifolium,fragiferum,
Trifolium hybridum,Trifolium,hybridum,
Trifolium incarnatum,Trifolium,incarnatum,
Trifolium medium,Trifolium,medium,
Trifolium pannonicum,Trifolium,pannonicum,
Trifolium pratense,Trifolium,pratense,
Trifolium repens,Trifolium,repens,
Trifolium resupinatum,Trifolium,resupinatum,
Trifolium striatum,Trifolium,striatum,
Triglochin maritima,Triglochin,maritima,
Triglochin palustris,Triglochin,palustris,
Trigonella caerulea,Trigonella,caerulea,
Trigonella laciniata,Trigonella,laciniata,
Trillium cernuum,Trillium,cernuum,
Trillium cernuum × T. erectum,Trillium,cernuum × T. erectum,
Trillium cuneatum,Trillium,cuneatum,
Trillium erectum,Trillium,erectum,
Trillium flexipes,Trillium,flexipes,
Trillium grandiflorum,Trillium,grandiflorum,
Trillium recurvatum,Trillium,recurvatum,
Trillium sessile,Trillium,sessile,
Trillium undulatum,Trillium,undulatum,
Triodanis biflora,Triodanis,biflora,
Triodanis perfoliata,Triodanis,perfoliata,
Triosteum angustifolium,Triosteum,angustifolium,
Triosteum aurantiacum,Triosteum,aurantiacum,
Triosteum perfoliatum,Triosteum,perfoliatum,
Triphora trianthophoros,Triphora,trianthophoros,ssp. ?
Triphora trianthophoros ssp. trianthophoros,Triphora,trianthophoros,ssp. trianthophoros
Tripidium ravennae,Tripidium,ravennae,
Triplasis purpurea,Triplasis,purpurea,var. ?
Triplasis purpurea var. purpurea,Triplasis,purpurea,var. purpurea
Tripleurospermum inodorum,Tripleurospermum,inodorum,
Tripolium pannonicum,Tripolium,pannonicum,ssp. ?
Tripolium pannonicum ssp. tripolium,Tripolium,pannonicum,ssp. tripolium
Tripsacum dactyloides,Tripsacum,dactyloides,var. ?
Tripsacum dactyloides var. dactyloides,Tripsacum,dactyloides,var. dactyloides
Trisetum flavescens,Trisetum,flavescens,
Triticum aestivum,Triticum,aestivum,
Trollius laxus,Trollius,laxus,
Tropaeolum majus,Tropaeolum,majus,
Tropidocarpum gracile,Tropidocarpum,gracile,
Tsuga canadensis,Tsuga,canadensis,
Tulipa sylvestris,Tulipa,sylvestris,
Turritis glabra,Turritis,glabra,
Tussilago farfara,Tussilago,farfara,
Typha angustifolia,Typha,angustifolia,
Typha angustifolia × T. latifolia = T. ×glauca,Typha,angustifolia × T. latifolia = T. ×glauca,
Typha latifolia,Typha,latifolia,
Ulex europaeus,Ulex,europaeus,
Ulmus americana,Ulmus,americana,
Ulmus glabra,Ulmus,glabra,
Ulmus minor,Ulmus,minor,
Ulmus pumila,Ulmus,pumila,
Ulmus rubra,Ulmus,rubra,
Ulmus thomasii,Ulmus,thomasii,
Urtica chamaedryoides,Urtica,chamaedryoides,
Urtica dioica,Urtica,dioica,ssp. ?
Urtica dioica ssp. dioica,Urtica,dioica,ssp. dioica
Urtica gracilis,Urtica,gracilis,ssp. ?
Urtica gracilis ssp. gracilis,Urtica,gracilis,ssp. gracilis
Urtica urens,Urtica,urens,
Utricularia cornuta,Utricularia,cornuta,
Utricularia geminiscapa,Utricularia,geminiscapa,
Utricularia gibba,Utricularia,gibba,
Utricularia inflata,Utricularia,inflata,
Utricularia intermedia,Utricularia,intermedia,
Utricularia juncea,Utricularia,juncea,
Utricularia minor,Utricularia,minor,
Utricularia ochroleuca,Utricularia,ochroleuca,
Utricularia purpurea,Utricularia,purpurea,
Utricularia radiata,Utricularia,radiata,
Utricularia resupinata,Utricularia,resupinata,
Utricularia striata,Utricularia,striata,
Utricularia subulata,Utricularia,subulata,
Utricularia vulgaris,Utricularia,vulgaris,ssp. ?
Utricularia vulgaris ssp. macrorhiza,Utricularia,vulgaris,ssp. macrorhiza
Uvularia grandiflora,Uvularia,grandiflora,
Uvularia perfoliata,Uvularia,perfoliata,
Uvularia puberula,Uvularia,puberula,
Uvularia sessilifolia,Uvularia,sessilifolia,
Vaccinium angustifolium,Vaccinium,angustifolium,
Vaccinium angustifolium × V. corymbosum = V. ×atlanticum,Vaccinium,angustifolium × V. corymbosum = V. ×atlanticum,
Vaccinium angustifolium × V. pallidum = V. ×dobbinii,Vaccinium,angustifolium × V. pallidum = V. ×dobbinii,
Vaccinium boreale,Vaccinium,boreale,
Vaccinium cespitosum,Vaccinium,cespitosum,
Vaccinium corymbosum,Vaccinium,corymbosum,
Vaccinium macrocarpon,Vaccinium,macrocarpon,
Vaccinium myrtilloides,Vaccinium,myrtilloides,
Vaccinium oxycoccos,Vaccinium,oxycoccos,
Vaccinium pallidum,Vaccinium,pallidum,
Vaccinium stamineum,Vaccinium,stamineum,
Vaccinium uliginosum,Vaccinium,uliginosum,
Vahlodea atropurpurea,Vahlodea,atropurpurea,
Valeriana officinalis,Valeriana,officinalis,
Valeriana uliginosa,Valeriana,uliginosa,
Valerianella chenopodiifolia,Valerianella,chenopodiifolia,
Valerianella locusta,Valerianella,locusta,
Valerianella umbilicata,Valerianella,umbilicata,
Vallisneria americana,Vallisneria,americana,
Veratrum viride,Veratrum,viride,
Verbascum blattaria,Verbascum,blattaria,
Verbascum lychnitis,Verbascum,lychnitis,
Verbascum lychnitis × V. thapsus = V. ×thapsi,Verbascum,lychnitis × V. thapsus = V. ×thapsi,
Verbascum phlomoides,Verbascum,phlomoides,
Verbascum phoeniceum,Verbascum,phoeniceum,
Verbascum sinuatum,Verbascum,sinuatum,
Verbascum thapsus,Verbascum,thapsus,
Verbena bonariensis,Verbena,bonariensis,
Verbena bracteata,Verbena,bracteata,
Verbena bracteata × V. stricta = V. ×deamii,Verbena,bracteata × V. stricta = V. ×deamii,
Verbena bracteata × V. urticifolia = V. ×perriana,Verbena,bracteata × V. urticifolia = V. ×perriana,
Verbena hastata,Verbena,hastata,
Verbena hastata × V. stricta = V. ×blanchardii,Verbena,hastata × V. stricta = V. ×blanchardii,
Verbena hastata × V. urticifolia = V. ×engelmannii,Verbena,hastata × V. urticifolia = V. ×engelmannii,
Verbena lasiostachys,Verbena,lasiostachys,
Verbena officinalis,Verbena,officinalis,
Verbena simplex,Verbena,simplex,
Verbena stricta,Verbena,stricta,
Verbena urticifolia,Verbena,urticifolia,
Verbesina alternifolia,Verbesina,alternifolia,
Verbesina encelioides,Verbesina,encelioides,
Verbesina encelioides,Verbesina,encelioides,ssp. ?
Verbesina encelioides ssp. encelioides,Verbesina,encelioides,ssp. encelioides
Verbesina encelioides ssp. exauriculata,Verbesina,encelioides,ssp. exauriculata
Vernonia arkansana,Vernonia,arkansana,
Vernonia fasciculata,Vernonia,fasciculata,
Vernonia gigantea,Vernonia,gigantea,
Vernonia noveboracensis,Vernonia,noveboracensis,
Veronica agrestis,Veronica,agrestis,
Veronica americana,Veronica,americana,
Veronica anagallis-aquatica,Veronica,anagallis-aquatica,
Veronica arvensis,Veronica,arvensis,
Veronica austriaca,Veronica,austriaca,ssp. ?
Veronica austriaca ssp. teucrium,Veronica,austriaca,ssp. teucrium
Veronica bachofenii,Veronica,bachofenii,
Veronica beccabunga,Veronica,beccabunga,
Veronica campylopoda,Veronica,campylopoda,
Veronica catenata,Veronica,catenata,
Veronica chamaedrys,Veronica,chamaedrys,
Veronica dillenii,Veronica,dillenii,
Veronica filiformis,Veronica,filiformis,
Veronica hederifolia,Veronica,hederifolia,
Veronica longifolia,Veronica,longifolia,
Veronica officinalis,Veronica,officinalis,
Veronica peregrina,Veronica,peregrina,
Veronica peregrina,Veronica,peregrina,ssp. ?
Veronica peregrina ssp. peregrina,Veronica,peregrina,ssp. peregrina
Veronica peregrina ssp. xalapensis,Veronica,peregrina,ssp. xalapensis
Veronica persica,Veronica,persica,
Veronica polita,Veronica,polita,
Veronica scutellata,Veronica,scutellata,
Veronica serpyllifolia,Veronica,serpyllifolia,
Veronica serpyllifolia,Veronica,serpyllifolia,ssp. ?
Veronica serpyllifolia ssp. humifusa,Veronica,serpyllifolia,ssp. humifusa
Veronica serpyllifolia ssp. serpyllifolia,Veronica,serpyllifolia,ssp. serpyllifolia
Veronica spicata,Veronica,spicata,
Veronica sublobata,Veronica,sublobata,
Veronica triphyllos,Veronica,triphyllos,
Veronica verna,Veronica,verna,
Veronicastrum virginicum,Veronicastrum,virginicum,
Viburnum acerifolium,Viburnum,acerifolium,
Viburnum cassinoides,Viburnum,cassinoides,
Viburnum dentatum,Viburnum,dentatum,
Viburnum dentatum,Viburnum,dentatum,var. ?
Viburnum dentatum var. lucidum,Viburnum,dentatum,var. lucidum
Viburnum dentatum var. venosum,Viburnum,dentatum,var. venosum
Viburnum dilatatum,Viburnum,dilatatum,
Viburnum edule,Viburnum,edule,
Viburnum lantana,Viburnum,lantana,
Viburnum lantanoides,Viburnum,lantanoides,
Viburnum lentago,Viburnum,lentago,
Viburnum nudum,Viburnum,nudum,
Viburnum opulus,Viburnum,opulus,
Viburnum opulus,Viburnum,opulus,var. ?
Viburnum opulus var. americanum,Viburnum,opulus,var. americanum
Viburnum opulus var. opulus,Viburnum,opulus,var. opulus
Viburnum plicatum,Viburnum,plicatum,
Viburnum prunifolium,Viburnum,prunifolium,
Viburnum rafinesqueanum,Viburnum,rafinesqueanum,
Viburnum setigerum,Viburnum,setigerum,
Viburnum sieboldii,Viburnum,sieboldii,
Vicia americana,Vicia,americana,var. ?
Vicia americana var. americana,Vicia,americana,var. americana
Vicia benghalensis,Vicia,benghalensis,
Vicia caroliniana,Vicia,caroliniana,
Vicia cracca,Vicia,cracca,
Vicia faba,Vicia,faba,
Vicia grandiflora,Vicia,grandiflora,
Vicia hirsuta,Vicia,hirsuta,
Vicia hybrida,Vicia,hybrida,
Vicia narbonensis,Vicia,narbonensis,
Vicia sativa,Vicia,sativa,
Vicia sativa,Vicia,sativa,ssp. ?
Vicia sativa ssp. nigra,Vicia,sativa,ssp. nigra
Vicia sativa ssp. sativa,Vicia,sativa,ssp. sativa
Vicia sepium,Vicia,sepium,
Vicia tetrasperma,Vicia,tetrasperma,
Vicia villosa,Vicia,villosa,
Vicia villosa,Vicia,villosa,ssp. ?
Vicia villosa ssp. varia,Vicia,villosa,ssp. varia
Vicia villosa ssp. villosa,Vicia,villosa,ssp. villosa
Vinca major,Vinca,major,
Vinca minor,Vinca,minor,
Vincetoxicum hirundinaria,Vincetoxicum,hirundinaria,
Vincetoxicum nigrum,Vincetoxicum,nigrum,
Vincetoxicum rossicum,Vincetoxicum,rossicum,
Viola adunca,Viola,adunca,var. ?
Viola adunca var. adunca,Viola,adunca,var. adunca
Viola affinis,Viola,affinis,
Viola affinis × V. brittoniana,Viola,affinis × V. brittoniana,
Viola affinis × V. cucullata,Viola,affinis × V. cucullata,
Viola affinis × V. fimbriatula,Viola,affinis × V. fimbriatula,
Viola affinis × V. hirsutula,Viola,affinis × V. hirsutula,
Viola affinis × V. palmata var. triloba,Viola,affinis × V. palmata var. triloba,var. ?
Viola affinis × V. palmata var. triloba,Viola,affinis × V. palmata var. triloba,var. triloba
Viola affinis × V. sagittata,Viola,affinis × V. sagittata,
Viola affinis × V. sororia,Viola,affinis × V. sororia,
Viola affinis × V. subsinuata,Viola,affinis × V. subsinuata,
Viola arcuata,Viola,arcuata,
Viola arvensis,Viola,arvensis,
